证券代码,证券简称,监管类型,处理事由,涉及对象,处理日期
601005,重庆钢铁,通报批评,关于对重庆钢铁股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2016/11/2
,,,,,
600614,鼎立股份,通报批评,关于对上海鼎立科技发展（集团）股份有限公司董事曹文法予以通报批评的决定,董事,2016/11/2
,,,,,
600203,福日电子,监管关注,关于对福建福日电子股份有限公司及有关责任人予以监管关注的决定,上市公司、高级管理人员,2016/11/1
,,,,,
600733,S前锋,监管工作函,要求公司加快筹划股权分置改革事项并及时履行信息披露义务,上市公司,2016/11/1
,,,,,
600647,同达创业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/11/1
,,,,,
600806,*ST昆机,通报批评,关于对沈机集团昆明机床股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2016/11/1
,,,,,
600873,梅花生物,监管关注,关于对梅花生物科技集团股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/10/31
,,,,,
600868,梅雁吉祥,监管工作函,对公司股价异常波动事项明确监管要求,上市公司,2016/10/26
,,,,,
600781,辅仁药业,监管工作函,要求公司核实并披露有关投诉事项，要求财务顾问及会计师发表意见,上市公司、中介机构及其相关人员,2016/10/26
,,,,,
600740,山西焦化,监管工作函,要求公司披露重大资产重组有关事项，要求财务顾问发表意见,上市公司、中介机构及其相关人员,2016/10/21
,,,,,
600319,*ST亚星,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/10/20
,,,,,
600433,冠豪高新,监管工作函,对股东增减持公司股份事项提出监管要求,一般股东,2016/10/18
,,,,,
600614,鼎立股份,监管工作函,要求公司核实并披露股权收购相关事项,上市公司,2016/10/14
,,,,,
600545,新疆城建,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/10/13
,,,,,
600624,复旦复华,监管工作函,要求公司及时披露行政处罚相关事项,上市公司,2016/10/13
,,,,,
600321,国栋建设,通报批评,关于对四川国栋建设股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2016/10/12
,,,,,
600135,乐凯胶片,监管工作函,要求公司核实并披露承诺变更相关事项,上市公司,2016/10/12
,,,,,
600556,ST慧球,监管工作函,要求公司核实并披露被投诉事项,上市公司,2016/10/10
,,,,,
600321,国栋建设,监管关注,关于对四川国栋建设股份有限公司独立董事陈维亮予以监管关注的决定,董事,2016/9/30
,,,,,
600069,银鸽投资,监管工作函,要求公司及控股股东核实并披露承诺履行相关事项,上市公司、控股股东及实际控制人,2016/9/30
,,,,,
600321,国栋建设,监管工作函,对公司终止重大资产重组有关事项明确监管要求,上市公司,2016/9/29
,,,,,
600100,同方股份,监管关注,关于对同方股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/9/29
